record_id,record_type,kanda,sarga_number,source_locator,confidence,tamil_state,variant_state,primary_disposition,blocking_issue,recommended_action
RV02-VNEXT2-20260825-AYODHYA-102-109-103-WISDOM-001,WISDOM,Ayodhya Kanda,103,2.103.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-103-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,103,2.103.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-103-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,103,2.103.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-104-SARGA-001,SARGA,Ayodhya Kanda,104,2.104.1-27,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-104-EVENT-001,EVENT,Ayodhya Kanda,104,2.104.1-27,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-104-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,104,2.104.1-27,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-104-CHARACTER-001,CHARACTER,Ayodhya Kanda,104,2.104.1-27,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-104-PLACE-001,PLACE,Ayodhya Kanda,104,2.104.1-27,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-104-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,104,2.104.1-27,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-104-WISDOM-001,WISDOM,Ayodhya Kanda,104,2.104.1-27,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-104-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,104,2.104.1-27,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-104-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,104,2.104.1-27,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-105-SARGA-001,SARGA,Ayodhya Kanda,105,2.105.1-46,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-105-EVENT-001,EVENT,Ayodhya Kanda,105,2.105.1-46,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-105-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,105,2.105.1-46,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-105-CHARACTER-001,CHARACTER,Ayodhya Kanda,105,2.105.1-46,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-105-PLACE-001,PLACE,Ayodhya Kanda,105,2.105.1-46,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-105-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,105,2.105.1-46,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-105-WISDOM-001,WISDOM,Ayodhya Kanda,105,2.105.1-46,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-105-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,105,2.105.1-46,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-105-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,105,2.105.1-46,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-106-SARGA-001,SARGA,Ayodhya Kanda,106,2.106.1-33,35,0.9,MACHINE_DRAFT_NEEDS_REVIEW,NUMBERING_VARIANCE_PENDING_CROSSCHECK,VARIANT_REVIEW_REQUIRED,"Sarga 106 is covered by the preserved displayed 33→35 numbering-gap variant; hold until independent-edition cross-check.","Keep quarantined for editorial/source decision."
RV02-VNEXT2-20260825-AYODHYA-102-109-106-EVENT-001,EVENT,Ayodhya Kanda,106,2.106.1-33,35,0.9,MACHINE_DRAFT_NEEDS_REVIEW,NUMBERING_VARIANCE_PENDING_CROSSCHECK,VARIANT_REVIEW_REQUIRED,"Sarga 106 is covered by the preserved displayed 33→35 numbering-gap variant; hold until independent-edition cross-check.","Keep quarantined for editorial/source decision."
RV02-VNEXT2-20260825-AYODHYA-102-109-106-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,106,2.106.1-33,35,0.9,MACHINE_DRAFT_NEEDS_REVIEW,NUMBERING_VARIANCE_PENDING_CROSSCHECK,VARIANT_REVIEW_REQUIRED,"Sarga 106 is covered by the preserved displayed 33→35 numbering-gap variant; hold until independent-edition cross-check.","Keep quarantined for editorial/source decision."
RV02-VNEXT2-20260825-AYODHYA-102-109-106-CHARACTER-001,CHARACTER,Ayodhya Kanda,106,2.106.1-33,35,0.9,MACHINE_DRAFT_NEEDS_REVIEW,NUMBERING_VARIANCE_PENDING_CROSSCHECK,VARIANT_REVIEW_REQUIRED,"Sarga 106 is covered by the preserved displayed 33→35 numbering-gap variant; hold until independent-edition cross-check.","Keep quarantined for editorial/source decision."
RV02-VNEXT2-20260825-AYODHYA-102-109-106-PLACE-001,PLACE,Ayodhya Kanda,106,2.106.1-33,35,0.9,MACHINE_DRAFT_NEEDS_REVIEW,NUMBERING_VARIANCE_PENDING_CROSSCHECK,VARIANT_REVIEW_REQUIRED,"Sarga 106 is covered by the preserved displayed 33→35 numbering-gap variant; hold until independent-edition cross-check.","Keep quarantined for editorial/source decision."
RV02-VNEXT2-20260825-AYODHYA-102-109-106-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,106,2.106.1-33,35,0.9,MACHINE_DRAFT_NEEDS_REVIEW,NUMBERING_VARIANCE_PENDING_CROSSCHECK,VARIANT_REVIEW_REQUIRED,"Sarga 106 is covered by the preserved displayed 33→35 numbering-gap variant; hold until independent-edition cross-check.","Keep quarantined for editorial/source decision."
RV02-VNEXT2-20260825-AYODHYA-102-109-106-WISDOM-001,WISDOM,Ayodhya Kanda,106,2.106.1-33,35,0.9,MACHINE_DRAFT_NEEDS_REVIEW,NUMBERING_VARIANCE_PENDING_CROSSCHECK,VARIANT_REVIEW_REQUIRED,"Sarga 106 is covered by the preserved displayed 33→35 numbering-gap variant; hold until independent-edition cross-check.","Keep quarantined for editorial/source decision."
RV02-VNEXT2-20260825-AYODHYA-102-109-106-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,106,2.106.1-33,35,0.9,MACHINE_DRAFT_NEEDS_REVIEW,NUMBERING_VARIANCE_PENDING_CROSSCHECK,VARIANT_REVIEW_REQUIRED,"Sarga 106 is covered by the preserved displayed 33→35 numbering-gap variant; hold until independent-edition cross-check.","Keep quarantined for editorial/source decision."
RV02-VNEXT2-20260825-AYODHYA-102-109-106-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,106,2.106.1-33,35,0.9,MACHINE_DRAFT_NEEDS_REVIEW,NUMBERING_VARIANCE_PENDING_CROSSCHECK,VARIANT_REVIEW_REQUIRED,"Sarga 106 is covered by the preserved displayed 33→35 numbering-gap variant; hold until independent-edition cross-check.","Keep quarantined for editorial/source decision."
RV02-VNEXT2-20260825-AYODHYA-102-109-107-SARGA-001,SARGA,Ayodhya Kanda,107,2.107.1-19,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-107-EVENT-001,EVENT,Ayodhya Kanda,107,2.107.1-19,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-107-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,107,2.107.1-19,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-107-CHARACTER-001,CHARACTER,Ayodhya Kanda,107,2.107.1-19,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-107-PLACE-001,PLACE,Ayodhya Kanda,107,2.107.1-19,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-107-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,107,2.107.1-19,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-107-WISDOM-001,WISDOM,Ayodhya Kanda,107,2.107.1-19,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-107-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,107,2.107.1-19,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-107-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,107,2.107.1-19,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-108-SARGA-001,SARGA,Ayodhya Kanda,108,2.108.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-108-EVENT-001,EVENT,Ayodhya Kanda,108,2.108.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-108-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,108,2.108.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-108-CHARACTER-001,CHARACTER,Ayodhya Kanda,108,2.108.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-108-PLACE-001,PLACE,Ayodhya Kanda,108,2.108.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-108-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,108,2.108.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-108-WISDOM-001,WISDOM,Ayodhya Kanda,108,2.108.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-108-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,108,2.108.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-108-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,108,2.108.1-18,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-109-SARGA-001,SARGA,Ayodhya Kanda,109,2.109.1-39,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-109-EVENT-001,EVENT,Ayodhya Kanda,109,2.109.1-39,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-109-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,109,2.109.1-39,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-109-CHARACTER-001,CHARACTER,Ayodhya Kanda,109,2.109.1-39,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-109-PLACE-001,PLACE,Ayodhya Kanda,109,2.109.1-39,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-109-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,109,2.109.1-39,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-109-WISDOM-001,WISDOM,Ayodhya Kanda,109,2.109.1-39,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-109-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,109,2.109.1-39,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-109-109-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,109,2.109.1-39,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-110-SARGA-001,SARGA,Ayodhya Kanda,110,2.110.1-36,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-110-EVENT-001,EVENT,Ayodhya Kanda,110,2.110.1-36,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-110-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,110,2.110.1-36,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-110-CHARACTER-001,CHARACTER,Ayodhya Kanda,110,2.110.1-36,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-110-PLACE-001,PLACE,Ayodhya Kanda,110,2.110.1-36,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-110-JOURNEY-001,JOURNEY,Ayodhya Kanda,110,2.110.1-36,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-110-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,110,2.110.1-36,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-110-WISDOM-001,WISDOM,Ayodhya Kanda,110,2.110.1-36,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-110-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,110,2.110.1-36,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-110-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,110,2.110.1-36,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-111-SARGA-001,SARGA,Ayodhya Kanda,111,2.111.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-111-EVENT-001,EVENT,Ayodhya Kanda,111,2.111.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-111-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,111,2.111.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-111-CHARACTER-001,CHARACTER,Ayodhya Kanda,111,2.111.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-111-PLACE-001,PLACE,Ayodhya Kanda,111,2.111.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-111-JOURNEY-001,JOURNEY,Ayodhya Kanda,111,2.111.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-111-DHARMA_LESSON-001,DHARMA_LESSON,Ayodhya Kanda,111,2.111.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-111-WISDOM-001,WISDOM,Ayodhya Kanda,111,2.111.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-111-TIMELINE_EVENT-001,TIMELINE_EVENT,Ayodhya Kanda,111,2.111.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-111-CHILDREN_STORY-001,CHILDREN_STORY,Ayodhya Kanda,111,2.111.1-32,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-112-SARGA-001,SARGA,Ayodhya Kanda,112,2.112.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-112-EVENT-001,EVENT,Ayodhya Kanda,112,2.112.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
RV02-VNEXT2-20260825-AYODHYA-102-113-112-DIALOGUE-001,DIALOGUE,Ayodhya Kanda,112,2.112.1-31,0.9,MACHINE_DRAFT_NEEDS_REVIEW,PENDING_INDEPENDENT_CROSSCHECK,SAFE_NEW_CANONICAL_CANDIDATE,"","Eligible for separate promotion-candidate intake; not canonical mutation."
