batchId,kanda,sargaRange,source,edition,recordCount,recordTypes,risk,confidence,sourceVerification,duplicateResult,variantResult,recommendedDecision
"APPROVAL-100","Kishkindha Kanda","13-13","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-101","Kishkindha Kanda","14-14","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-102","Kishkindha Kanda","15-15","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-103","Kishkindha Kanda","16-16","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-104","Kishkindha Kanda","17-17","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-105","Kishkindha Kanda","18-18","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-106","Kishkindha Kanda","19-19","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-107","Kishkindha Kanda","2-2","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-108","Kishkindha Kanda","20-20","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-109","Kishkindha Kanda","21-21","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-110","Kishkindha Kanda","22-22","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-111","Kishkindha Kanda","23-23","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-112","Kishkindha Kanda","24-24","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-113","Kishkindha Kanda","25-25","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-114","Kishkindha Kanda","26-26","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-115","Kishkindha Kanda","27-27","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-116","Kishkindha Kanda","28-28","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-117","Kishkindha Kanda","29-29","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-118","Kishkindha Kanda","3-3","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-119","Kishkindha Kanda","30-30","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-120","Kishkindha Kanda","31-31","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-121","Kishkindha Kanda","32-32","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-122","Kishkindha Kanda","33-33","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-123","Kishkindha Kanda","34-34","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-124","Kishkindha Kanda","35-35","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-125","Kishkindha Kanda","36-36","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-126","Kishkindha Kanda","37-37","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-127","Kishkindha Kanda","38-38","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-128","Kishkindha Kanda","39-39","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-129","Kishkindha Kanda","4-4","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-130","Kishkindha Kanda","40-40","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-131","Kishkindha Kanda","41-41","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-132","Kishkindha Kanda","42-42","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-133","Kishkindha Kanda","43-43","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-134","Kishkindha Kanda","44-44","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-135","Kishkindha Kanda","45-45","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-136","Kishkindha Kanda","46-46","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-137","Kishkindha Kanda","47-47","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-138","Kishkindha Kanda","48-48","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-139","Kishkindha Kanda","49-49","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-140","Kishkindha Kanda","5-5","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-141","Kishkindha Kanda","50-50","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-142","Kishkindha Kanda","51-51","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-143","Kishkindha Kanda","52-52","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-144","Kishkindha Kanda","53-53","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-145","Kishkindha Kanda","54-54","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-146","Kishkindha Kanda","55-55","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-147","Kishkindha Kanda","56-56","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-148","Kishkindha Kanda","57-57","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-149","Kishkindha Kanda","58-58","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-150","Kishkindha Kanda","59-59","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-151","Kishkindha Kanda","6-6","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-152","Kishkindha Kanda","60-60","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-153","Kishkindha Kanda","61-61","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-154","Kishkindha Kanda","62-62","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-155","Kishkindha Kanda","63-63","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-156","Kishkindha Kanda","64-64","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-157","Kishkindha Kanda","65-65","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-158","Kishkindha Kanda","66-66","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-159","Kishkindha Kanda","67-67","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-160","Kishkindha Kanda","7-7","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-161","Kishkindha Kanda","8-8","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-162","Kishkindha Kanda","9-9","VALMIKI_RAMAYANA_KISHKINDHA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-163","Sundara Kanda","1-1","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-164","Sundara Kanda","10-10","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-165","Sundara Kanda","11-11","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-166","Sundara Kanda","12-12","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-167","Sundara Kanda","13-13","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-168","Sundara Kanda","14-14","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-169","Sundara Kanda","15-15","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-170","Sundara Kanda","16-16","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-171","Sundara Kanda","17-17","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-172","Sundara Kanda","18-18","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-173","Sundara Kanda","19-19","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-174","Sundara Kanda","2-2","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-175","Sundara Kanda","20-20","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-176","Sundara Kanda","21-21","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-177","Sundara Kanda","22-22","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-178","Sundara Kanda","23-23","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-179","Sundara Kanda","24-24","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-180","Sundara Kanda","25-25","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-181","Sundara Kanda","26-26","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-182","Sundara Kanda","27-27","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-183","Sundara Kanda","28-28","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-184","Sundara Kanda","29-29","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-185","Sundara Kanda","3-3","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-186","Sundara Kanda","30-30","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-187","Sundara Kanda","31-31","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-188","Sundara Kanda","32-32","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-189","Sundara Kanda","33-33","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-190","Sundara Kanda","34-34","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-191","Sundara Kanda","35-35","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-192","Sundara Kanda","36-36","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-193","Sundara Kanda","37-37","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-194","Sundara Kanda","38-38","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-195","Sundara Kanda","39-39","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
"APPROVAL-196","Sundara Kanda","4-4","VALMIKI_RAMAYANA_SUNDARA_KANDA|SANSKRIT_DOCUMENTS_VALMIKI|READRAMAYANA_GITA_PRESS_COMPARISON","",1,"source_record","LOW",0.99,"PASS","PASS","PASS","APPROVE_BATCH"
